protein	comparison	logFC	pvalue	qvalue
O75152	ecoli_3-ecoli_1	-3.220572279111514e-14	0.9999994770422882	1
O75152	ecoli_7-ecoli_1	-2.1677840673160033e-14	0.9999996479944254	1
O75152	ecoli_3-ecoli_2	-2.20338265140584e-14	0.9999996422139142	1
O75152	ecoli_7-ecoli_2	-1.1505944396103296e-14	0.9999998131660515	1
O75152	ecoli_7-ecoli_3	1.0527882117955105e-14	0.9999998290478628	1
O75155, Q86VP6	ecoli_2-ecoli_1	0	1	1
O75155, Q86VP6	ecoli_3-ecoli_1	0	1	1
O75155, Q86VP6	ecoli_7-ecoli_1	0	1	1
O75155, Q86VP6	ecoli_3-ecoli_2	0	1	1
O75155, Q86VP6	ecoli_7-ecoli_2	0	1	1
O75155, Q86VP6	ecoli_7-ecoli_3	0	1	1
O75165	ecoli_2-ecoli_1	0.10821840469827537	0.2478245501899741	1
O75165	ecoli_3-ecoli_1	0.013330540331270478	0.8808219959747094	1
O75165	ecoli_7-ecoli_1	0.1519081333473707	0.12045375443772022	1
O75165	ecoli_3-ecoli_2	-0.09488786436700489	0.30540852083034076	0.7444124990859231
O75165	ecoli_7-ecoli_2	0.0436897286490953	0.6260618307914023	1
O75165	ecoli_7-ecoli_3	0.1385775930161002	0.15075739812065464	0.6016895267215461
O75179	ecoli_2-ecoli_1	0.0011009828764428908	0.9893225007293631	1
O75179	ecoli_3-ecoli_1	-0.07461274395727752	0.37733268926381835	0.9111253519972868
O75179	ecoli_7-ecoli_1	-0.05334451015312787	0.5225940393264069	1
O75179	ecoli_3-ecoli_2	-0.07571372683372041	0.37069992897588194	0.8564908106301965
O75179	ecoli_7-ecoli_2	-0.05444549302957076	0.5142890921442713	1
O75179	ecoli_7-ecoli_3	0.021268233804149654	0.7964596959340448	1
O75190	ecoli_2-ecoli_1	0	1	1
O75190	ecoli_3-ecoli_1	0	1	1
O75190	ecoli_7-ecoli_1	0	1	1
O75190	ecoli_3-ecoli_2	0	1	1
O75190	ecoli_7-ecoli_2	0	1	1
O75190	ecoli_7-ecoli_3	0	1	1
O75191	ecoli_2-ecoli_1	4.73114985352036e-16	0.9999999840043119	1
O75191	ecoli_3-ecoli_1	2.384229869122498e-15	0.9999999193908489	1
O75191	ecoli_7-ecoli_1	-5.336863320768049e-16	0.9999999819564369	1
O75191	ecoli_3-ecoli_2	1.9111148837704624e-15	0.999999935386537	1
O75191	ecoli_7-ecoli_2	-1.0068013174288409e-15	0.9999999659607488	1
O75191	ecoli_7-ecoli_3	-2.917916201199303e-15	0.9999999013472858	1
O75208	ecoli_2-ecoli_1	-0.1436466379874453	0.241152162069087	1
O75208	ecoli_3-ecoli_1	-0.4890077716099704	0.004460910632440407	0.04836794126754393
O75208	ecoli_7-ecoli_1	-0.18938639456180792	0.13729044265081847	1
O75208	ecoli_3-ecoli_2	-0.3453611336225251	0.02046358788788692	0.1126251520119575
O75208	ecoli_7-ecoli_2	-0.045739756574362606	0.6931496300503199	1
O75208	ecoli_7-ecoli_3	0.29962137704816244	0.035047935944630605	0.2501831993503838
O75223	ecoli_2-ecoli_1	-0.003184804601755825	0.9517971362292919	1
O75223	ecoli_3-ecoli_1	-0.05858236203244803	0.2861955429335011	0.7513626330237715
O75223	ecoli_7-ecoli_1	-0.0210549285318289	0.6910709243901818	1
O75223	ecoli_3-ecoli_2	-0.055397557430692204	0.31118877582975707	0.7539890295929214
O75223	ecoli_7-ecoli_2	-0.017870123930073076	0.7354919777849771	1
O75223	ecoli_7-ecoli_3	0.03752743350061912	0.48407279874905995	1
O75251	ecoli_2-ecoli_1	-0.40196536241385245	0.19690598160331405	1
O75251	ecoli_3-ecoli_1	1.8129521184838258	7.257667157311174e-4	0.022289985981769386
O75251	ecoli_7-ecoli_1	0.5265837568648347	0.10674823536154358	1
O75251	ecoli_3-ecoli_2	2.2149174808976784	2.556840826022397e-4	0.01048549987493058
O75251	ecoli_7-ecoli_2	0.9285491192786871	0.016199636436585445	0.3989927077980072
O75251	ecoli_7-ecoli_3	-1.2863683616189912	0.0039105519642046276	0.09153582030660053
O75306	ecoli_2-ecoli_1	0.028661444121482124	0.6856728410367012	1
O75306	ecoli_3-ecoli_1	-0.16907663233805725	0.046126714930266176	0.21500227624460866
O75306	ecoli_7-ecoli_1	-0.12071529960708016	0.12370867194657481	1
O75306	ecoli_3-ecoli_2	-0.19773807645953936	0.02624942358484633	0.13363342915921766
O75306	ecoli_7-ecoli_2	-0.1493767437285623	0.06871921385555844	0.5843089132576041
O75306	ecoli_7-ecoli_3	0.04836133273097707	0.5002838320584464	1
O75312	ecoli_2-ecoli_1	2.9177419824560055e-17	0.9999999910482793	1
O75312	ecoli_3-ecoli_1	2.0745892610033966e-17	0.9999999936350974	1
O75312	ecoli_7-ecoli_1	1.416932795048836e-17	0.9999999956528073	1
O75312	ecoli_3-ecoli_2	-8.431527214526086e-18	0.9999999974131819	1
O75312	ecoli_7-ecoli_2	-1.5008091874071697e-17	0.9999999953954719	1
O75312	ecoli_7-ecoli_3	-6.576564659545608e-18	0.99999999798229	1
O75323	ecoli_2-ecoli_1	-3.477368346181107e-18	0.999999998855331	1
O75323	ecoli_3-ecoli_1	-7.456334779884659e-18	0.9999999975455474	1
O75323	ecoli_7-ecoli_1	-3.9229868543138637e-19	0.9999999998708644	1
O75323	ecoli_3-ecoli_2	-3.978966433703551e-18	0.9999999986902164	1
O75323	ecoli_7-ecoli_2	3.0850696607497212e-18	0.9999999989844666	1
O75323	ecoli_7-ecoli_3	7.064036094453273e-18	0.999999997674683	1
O75340	ecoli_2-ecoli_1	6.497821712106406e-19	0.99999999934908	1
O75340	ecoli_3-ecoli_1	7.198495949700527e-19	0.9999999992788898	1
O75340	ecoli_7-ecoli_1	1.191050411737193e-18	0.9999999988068639	1
O75340	ecoli_3-ecoli_2	7.006742375941211e-20	0.9999999999298099	1
O75340	ecoli_7-ecoli_2	5.412682405265524e-19	0.999999999457784	1
O75340	ecoli_7-ecoli_3	4.712008167671403e-19	0.999999999527974	1
O75347	ecoli_2-ecoli_1	0.019856202130751954	0.7941118464793813	1
O75347	ecoli_3-ecoli_1	-0.11981051431691409	0.1467479890140477	0.4755204317002311
O75347	ecoli_7-ecoli_1	-0.03237879508271965	0.6717784847350615	1
O75347	ecoli_3-ecoli_2	-0.13966671644766604	0.09911255951717075	0.3373251671926739
O75347	ecoli_7-ecoli_2	-0.05223499721347161	0.4989672017640989	1
O75347	ecoli_7-ecoli_3	0.08743171923419443	0.2720364921909487	0.861743588380324
O75348	ecoli_2-ecoli_1	-1.1600232734490743e-15	0.9999999474258439	1
O75348	ecoli_3-ecoli_1	-2.226539599654008e-15	0.999999899089576	1
O75348	ecoli_7-ecoli_1	1.605337206426423e-15	0.9999999272434865	1
O75348	ecoli_3-ecoli_2	-1.0665163262049338e-15	0.999999951663732	1
O75348	ecoli_7-ecoli_2	2.765360479875497e-15	0.9999998746693305	1
O75348	ecoli_7-ecoli_3	3.831876806080431e-15	0.9999998263330625	1
O75352	ecoli_2-ecoli_1	0	1	1
O75352	ecoli_3-ecoli_1	0	1	1
O75352	ecoli_7-ecoli_1	0	1	1
O75352	ecoli_3-ecoli_2	0	1	1
O75352	ecoli_7-ecoli_2	0	1	1
O75352	ecoli_7-ecoli_3	0	1	1
O75367	ecoli_2-ecoli_1	0.07436436648732003	0.2962929002058573	1
O75367	ecoli_3-ecoli_1	-0.07138523114064069	0.3144703428909242	0.8027488323670781
O75367	ecoli_7-ecoli_1	-0.014452299041451743	0.832168848659145	1
O75367	ecoli_3-ecoli_2	-0.14574959762796072	0.06411061591934546	0.24759962010229972
O75367	ecoli_7-ecoli_2	-0.08881666552877178	0.2202031919655352	0.9695596475348346
O75367	ecoli_7-ecoli_3	0.05693293209918894	0.4156703440383399	1
O75368	ecoli_2-ecoli_1	0.03820263942787455	0.6329333240324049	1
O75368	ecoli_3-ecoli_1	-0.04757173911797524	0.5539692461299053	1
O75368	ecoli_7-ecoli_1	0.12229005860382838	0.15541125540246103	1
O75368	ecoli_3-ecoli_2	-0.0857743785458498	0.3001022830258946	0.7354804310481442
O75368	ecoli_7-ecoli_2	0.08408741917595383	0.3089448224205113	1
O75368	ecoli_7-ecoli_3	0.16986179772180363	0.06333984552406119	0.35588500570774473
O75369	ecoli_2-ecoli_1	-0.05295744874933222	0.3940184209987883	1
O75369	ecoli_3-ecoli_1	-0.10265894566260625	0.1251289707715798	0.4247375510520544
O75369	ecoli_7-ecoli_1	-0.08066183418745428	0.21132761537022537	1
O75369	ecoli_3-ecoli_2	-0.04970149691327404	0.4220383312760375	0.9364694027323666
O75369	ecoli_7-ecoli_2	-0.02770438543812206	0.6481567249725145	1
O75369	ecoli_7-ecoli_3	0.02199711147515198	0.7162019706599532	1
O75376	ecoli_2-ecoli_1	0	1	1
O75376	ecoli_3-ecoli_1	0	1	1
O75376	ecoli_7-ecoli_1	0	1	1
O75376	ecoli_3-ecoli_2	0	1	1
O75376	ecoli_7-ecoli_2	0	1	1
O75376	ecoli_7-ecoli_3	0	1	1
O75380	ecoli_2-ecoli_1	0	1	1
O75380	ecoli_3-ecoli_1	0	1	1
O75380	ecoli_7-ecoli_1	0	1	1
O75380	ecoli_3-ecoli_2	0	1	1
O75380	ecoli_7-ecoli_2	0	1	1
O75380	ecoli_7-ecoli_3	0	1	1
O75381	ecoli_2-ecoli_1	-5.2791130431294136e-18	0.9999999958594388	1
O75381	ecoli_3-ecoli_1	-9.24509280852121e-19	0.9999999992748806	1
O75381	ecoli_7-ecoli_1	-2.90564987485383e-18	0.9999999977210146	1
O75381	ecoli_3-ecoli_2	4.354603762277293e-18	0.9999999965845581	1
O75381	ecoli_7-ecoli_2	2.3734631682755837e-18	0.9999999981384241	1
O75381	ecoli_7-ecoli_3	-1.9811405940017086e-18	0.9999999984461341	1
O75390	ecoli_2-ecoli_1	4.9023713503389537e-23	0.9999999999996823	1
O75390	ecoli_3-ecoli_1	1.8847091369483406e-23	0.9999999999998779	1
O75390	ecoli_7-ecoli_1	1.8983092658559685e-23	0.999999999999877	1
O75390	ecoli_3-ecoli_2	-3.0176622133906134e-23	0.9999999999998044	1
O75390	ecoli_7-ecoli_2	-3.004062084482986e-23	0.9999999999998053	1
O75390	ecoli_7-ecoli_3	1.360012890762794e-25	0.9999999999999991	1
O75394	ecoli_2-ecoli_1	-0.06217453425142583	0.5751874801988622	1
O75394	ecoli_3-ecoli_1	0.028064489987588218	0.7985093414678521	1
O75394	ecoli_7-ecoli_1	0.10257268316038685	0.3642008857808825	1
O75394	ecoli_3-ecoli_2	0.09023902423901405	0.42166126299767004	0.9360963618580583
O75394	ecoli_7-ecoli_2	0.1647472174118127	0.16241039790409215	0.8511824479628501
O75394	ecoli_7-ecoli_3	0.07450819317279864	0.5039144692709459	1
O75396	ecoli_2-ecoli_1	-1.9541830051357358e-19	0.9999999994057766	1
O75396	ecoli_3-ecoli_1	2.2639412202387055e-19	0.999999999311586	1
O75396	ecoli_7-ecoli_1	-2.236230337895559e-19	0.9999999993200123	1
O75396	ecoli_3-ecoli_2	4.2181242253744413e-19	0.9999999987173626	1
O75396	ecoli_7-ecoli_2	-2.8204733275982326e-20	0.9999999999142357	1
O75396	ecoli_7-ecoli_3	-4.500171558134264e-19	0.9999999986315983	1
O75400	ecoli_2-ecoli_1	0	1	1
O75400	ecoli_3-ecoli_1	0	1	1
O75400	ecoli_7-ecoli_1	0	1	1
O75400	ecoli_3-ecoli_2	0	1	1
O75400	ecoli_7-ecoli_2	0	1	1
O75400	ecoli_7-ecoli_3	0	1	1
O75414	ecoli_2-ecoli_1	-6.9811673439021244e-15	0.9999998121625082	1
O75414	ecoli_3-ecoli_1	-6.823286189042302e-15	0.9999998164105084	1
O75414	ecoli_7-ecoli_1	-7.762705541001887e-15	0.9999997911341949	1
O75414	ecoli_3-ecoli_2	1.5788115485982228e-16	0.9999999957519998	1
O75414	ecoli_7-ecoli_2	-7.815381970997629e-16	0.9999999789716867	1
O75414	ecoli_7-ecoli_3	-9.394193519595852e-16	0.9999999747236865	1
O75431	ecoli_2-ecoli_1	0	1	1
O75431	ecoli_3-ecoli_1	0	1	1
O75431	ecoli_7-ecoli_1	0	1	1
O75431	ecoli_3-ecoli_2	0	1	1
O75431	ecoli_7-ecoli_2	0	1	1
O75431	ecoli_7-ecoli_3	0	1	1
O75436	ecoli_2-ecoli_1	0.05611013091364368	0.48081412923340416	1
O75436	ecoli_3-ecoli_1	0.12851967347742238	0.13352210466756972	0.44447892897504276
O75436	ecoli_7-ecoli_1	0.16677893927048523	0.06425681138036216	1
O75436	ecoli_3-ecoli_2	0.07240954256377871	0.3690480742559352	0.8547177024242341
O75436	ecoli_7-ecoli_2	0.11066880835684155	0.18677013735385156	0.9219896471217832
O75436	ecoli_7-ecoli_3	0.03825926579306284	0.6270657989845942	1
O75438	ecoli_2-ecoli_1	0	1	1
O75438	ecoli_3-ecoli_1	0	1	1
O75438	ecoli_7-ecoli_1	0	1	1
O75438	ecoli_3-ecoli_2	0	1	1
O75438	ecoli_7-ecoli_2	0	1	1
O75438	ecoli_7-ecoli_3	0	1	1
O75439	ecoli_2-ecoli_1	-0.021682418936284455	0.7478034385416543	1
O75439	ecoli_3-ecoli_1	-0.12983411025619843	0.09009778587075098	0.33722743893526497
O75439	ecoli_7-ecoli_1	0.0616842955008159	0.37499072805954514	1
O75439	ecoli_3-ecoli_2	-0.10815169131991396	0.14379520109017896	0.43468454850472454
O75439	ecoli_7-ecoli_2	0.08336671443710036	0.24284252569698617	1
O75439	ecoli_7-ecoli_3	0.19151840575701434	0.02462856013574924	0.20290318350369557
O75475	ecoli_2-ecoli_1	6.963953532764028e-21	0.9999999999650158	1
O75475	ecoli_3-ecoli_1	-1.1802636288152698e-20	0.999999999940708	1
O75475	ecoli_7-ecoli_1	-4.270229461145829e-21	0.999999999978548	1
O75475	ecoli_3-ecoli_2	-1.8766589820916727e-20	0.9999999999057237	1
O75475	ecoli_7-ecoli_2	-1.1234182993909858e-20	0.9999999999435637	1
O75475	ecoli_7-ecoli_3	7.532406827006869e-21	0.99999999996216	1
O75477	ecoli_2-ecoli_1	-0.04393814847791838	0.6692807475618008	1
O75477	ecoli_3-ecoli_1	-0.16792893595623246	0.1327070804354755	0.442422712767786
O75477	ecoli_7-ecoli_1	-0.15483316953883924	0.16068551497183461	1
O75477	ecoli_3-ecoli_2	-0.12399078747831407	0.24913505947948814	0.6414719315990323
O75477	ecoli_7-ecoli_2	-0.11089502106092088	0.2979797170799073	1
O75477	ecoli_7-ecoli_3	0.013095766417393198	0.8980498169317571	1
O75486	ecoli_2-ecoli_1	1.1723123926854012e-16	0.9999999935375302	1
O75486	ecoli_3-ecoli_1	5.1503696878008874e-17	0.9999999971608158	1
O75486	ecoli_7-ecoli_1	3.727992610865942e-17	0.999999997944913	1
O75486	ecoli_3-ecoli_2	-6.572754239053124e-17	0.9999999963767144	1
O75486	ecoli_7-ecoli_2	-7.99513131598807e-17	0.9999999955926172	1
O75486	ecoli_7-ecoli_3	-1.4223770769349456e-17	0.9999999992159028	1
O75489	ecoli_2-ecoli_1	0	1	1
O75489	ecoli_3-ecoli_1	0	1	1
O75489	ecoli_7-ecoli_1	0	1	1
O75489	ecoli_3-ecoli_2	0	1	1
O75489	ecoli_7-ecoli_2	0	1	1
O75489	ecoli_7-ecoli_3	0	1	1
O75494	ecoli_2-ecoli_1	-1.3926809546165471e-15	0.9999999314292156	1
O75494	ecoli_3-ecoli_1	-3.7350298843708435e-15	0.9999998161000707	1
O75494	ecoli_7-ecoli_1	-2.0346913385151603e-15	0.9999998998188488	1
O75494	ecoli_3-ecoli_2	-2.342348929754296e-15	0.9999998846708551	1
O75494	ecoli_7-ecoli_2	-6.420103838986132e-16	0.9999999683896333	1
O75494	ecoli_7-ecoli_3	1.7003385458556826e-15	0.9999999162812219	1
O75521	ecoli_2-ecoli_1	1.3525295980435302e-19	0.9999999996441634	1
O75521	ecoli_3-ecoli_1	7.857333746043766e-19	0.9999999979328166	1
O75521	ecoli_7-ecoli_1	2.223662877565061e-19	0.9999999994149773	1
O75521	ecoli_3-ecoli_2	6.504804148000236e-19	0.9999999982886532	1
O75521	ecoli_7-ecoli_2	8.71133279521531e-20	0.9999999997708138	1
O75521	ecoli_7-ecoli_3	-5.633670868478704e-19	0.9999999985178394	1
O75525, Q07666, Q5VWX1	ecoli_2-ecoli_1	-9.693258881518584e-18	0.9999999982149261	1
O75525, Q07666, Q5VWX1	ecoli_3-ecoli_1	-1.2269114386015257e-18	0.9999999997740566	1
O75525, Q07666, Q5VWX1	ecoli_7-ecoli_1	3.2103881867867333e-17	0.9999999940878709	1
O75525, Q07666, Q5VWX1	ecoli_3-ecoli_2	8.466347442917057e-18	0.9999999984408696	1
O75525, Q07666, Q5VWX1	ecoli_7-ecoli_2	4.179714074938592e-17	0.9999999923027971	1
O75525, Q07666, Q5VWX1	ecoli_7-ecoli_3	3.3330793306468857e-17	0.9999999938619275	1
O75526	ecoli_2-ecoli_1	2.285154625425333e-17	0.9999999956588077	1
O75526	ecoli_3-ecoli_1	4.06402645721225e-17	0.9999999922794195	1
O75526	ecoli_7-ecoli_1	2.079712535179798e-17	0.9999999960490936	1
O75526	ecoli_3-ecoli_2	1.7788718317869168e-17	0.9999999966206117	1
O75526	ecoli_7-ecoli_2	-2.0544209024553532e-18	0.9999999996097141	1
O75526	ecoli_7-ecoli_3	-1.9843139220324518e-17	0.9999999962303259	1
O75530	ecoli_2-ecoli_1	2.795222601871568e-17	0.9999999930115329	1
O75530	ecoli_3-ecoli_1	-2.020363782203932e-17	0.9999999949487938	1
O75530	ecoli_7-ecoli_1	2.5857389194803544e-18	0.9999999993535273	1
O75530	ecoli_3-ecoli_2	-4.8155863840755004e-17	0.9999999879603267	1
O75530	ecoli_7-ecoli_2	-2.5366487099235328e-17	0.9999999936580056	1
O75530	ecoli_7-ecoli_3	2.2789376741519676e-17	0.999999994302321	1
O75531	ecoli_2-ecoli_1	0.010247003803116715	0.8200637709473471	1
O75531	ecoli_3-ecoli_1	-0.020605049743852896	0.649059148196183	1
O75531	ecoli_7-ecoli_1	-0.018577977677758036	0.6812068047701678	1
O75531	ecoli_3-ecoli_2	-0.030852053546969613	0.4991631065200669	1
O75531	ecoli_7-ecoli_2	-0.02882498148087475	0.5270063597182055	1
O75531	ecoli_7-ecoli_3	0.00202707206609486	0.9640514369846929	1
O75533	ecoli_2-ecoli_1	-0.006327351583474396	0.9180982306170271	1
O75533	ecoli_3-ecoli_1	-0.08199771423690355	0.2152489531205156	0.6160009851848398
O75533	ecoli_7-ecoli_1	-0.028008556690934855	0.6519170144870986	1
O75533	ecoli_3-ecoli_2	-0.07567036265342915	0.24813470606762267	0.640516054444418
O75533	ecoli_7-ecoli_2	-0.02168120510746046	0.7259535483476431	1
O75533	ecoli_7-ecoli_3	0.05398915754596869	0.3961054761311082	1
O75534	ecoli_2-ecoli_1	1.1185866390894716e-17	0.9999999934587391	1
O75534	ecoli_3-ecoli_1	-6.1575017073107344e-18	0.9999999963992217	1
O75534	ecoli_7-ecoli_1	1.6761115357409877e-18	0.9999999990198449	1
O75534	ecoli_3-ecoli_2	-1.734336809820545e-17	0.9999999898579609	1
O75534	ecoli_7-ecoli_2	-9.509754855153729e-18	0.9999999944388942	1
O75534	ecoli_7-ecoli_3	7.833613243051722e-18	0.9999999954190668	1
O75554	ecoli_2-ecoli_1	-5.148701977461008e-14	0.9999996657458805	1
O75554	ecoli_3-ecoli_1	-7.995921831771913e-14	0.9999994809041535	1
O75554	ecoli_7-ecoli_1	3.438845100087229e-14	0.9999997767499176	1
O75554	ecoli_3-ecoli_2	-2.847219854310904e-14	0.999999815158273	1
O75554	ecoli_7-ecoli_2	8.587547077548237e-14	0.999999442495798	1
O75554	ecoli_7-ecoli_3	1.143476693185914e-13	0.9999992576540709	1
O75569	ecoli_2-ecoli_1	0.11171903991538742	0.2166577445756093	1
O75569	ecoli_3-ecoli_1	0.19134911632090632	0.05565379646223653	0.2444188279497244
O75569	ecoli_7-ecoli_1	0.2985777093705132	0.010035575353989133	0.629749289334498
O75569	ecoli_3-ecoli_2	0.07963007640551889	0.36334112013441466	0.8447162523104192
O75569	ecoli_7-ecoli_2	0.1868586694551258	0.060067570798927106	0.5631020601464275
O75569	ecoli_7-ecoli_3	0.10722859304960691	0.23342097413799517	0.7764727122496313
O75592	ecoli_2-ecoli_1	-0.010275113096359964	0.8760371947804265	1
O75592	ecoli_3-ecoli_1	-0.1610996897322549	0.04382604072748549	0.2084169820915035
O75592	ecoli_7-ecoli_1	-0.12159782510836417	0.10289250420473403	1
O75592	ecoli_3-ecoli_2	-0.15082457663589494	0.05456334010407215	0.22181829733778877
O75592	ecoli_7-ecoli_2	-0.11132271201200422	0.12878201113990986	0.7705231496061004
O75592	ecoli_7-ecoli_3	0.03950186462389072	0.5545831876154891	1
O75607	ecoli_2-ecoli_1	0	1	1
O75607	ecoli_3-ecoli_1	0	1	1
O75607	ecoli_7-ecoli_1	0	1	1
O75607	ecoli_3-ecoli_2	0	1	1
O75607	ecoli_7-ecoli_2	0	1	1
O75607	ecoli_7-ecoli_3	0	1	1
O75608	ecoli_2-ecoli_1	0.006224972560541546	0.9231434364891331	1
O75608	ecoli_3-ecoli_1	-0.08724800899716752	0.2038928155572366	0.5948310897583923
O75608	ecoli_7-ecoli_1	-0.04806994646713812	0.4652746389006467	1
O75608	ecoli_3-ecoli_2	-0.09347298155770906	0.1770149329812032	0.5044700380125893
O75608	ecoli_7-ecoli_2	-0.054294919027679675	0.41203957518110557	1
O75608	ecoli_7-ecoli_3	0.039178062530029395	0.5490915798671407	1
O75616	ecoli_2-ecoli_1	1.195790608769487e-18	0.9999999981129082	1
O75616	ecoli_3-ecoli_1	1.1518877468139326e-18	0.9999999981821919	1
O75616	ecoli_7-ecoli_1	1.0200487037318674e-18	0.9999999983902487	1
O75616	ecoli_3-ecoli_2	-4.3902861955554485e-20	0.9999999999307163	1
O75616	ecoli_7-ecoli_2	-1.7574190503761958e-19	0.9999999997226596	1
O75616	ecoli_7-ecoli_3	-1.318390430820651e-19	0.9999999997919432	1
O75626	ecoli_2-ecoli_1	-0.9814448298941214	0.03154288120449393	1
O75626	ecoli_3-ecoli_1	2.1463762135418216	9.97958324827245e-4	0.026168684962136642
O75626	ecoli_7-ecoli_1	0.8061557524701759	0.06102078392760157	1
O75626	ecoli_3-ecoli_2	3.1278210434359432	1.402775961406888e-4	0.008851318742398391
O75626	ecoli_7-ecoli_2	1.7876005823642973	0.0024568231224965983	0.24464498693127237
O75626	ecoli_7-ecoli_3	-1.340220461071646	0.009162172463611968	0.1273627070019125
O75643	ecoli_2-ecoli_1	0.013170676554069234	0.8215645774766709	1
O75643	ecoli_3-ecoli_1	-0.05798872147748863	0.338854241062808	0.8488393390645984
O75643	ecoli_7-ecoli_1	0.028424684555592383	0.6291409219238008	1
O75643	ecoli_3-ecoli_2	-0.07115939803155787	0.24914311629069555	0.6414719315990323
O75643	ecoli_7-ecoli_2	0.015254008001523149	0.7940814895899261	1
O75643	ecoli_7-ecoli_3	0.08641340603308101	0.1718780321868064	0.650701825057977
O75663	ecoli_2-ecoli_1	-0.03146119784731764	0.6273328765930632	1
O75663	ecoli_3-ecoli_1	-0.14368062196600262	0.057643931271876704	0.24940218177036685
O75663	ecoli_7-ecoli_1	-0.026470612078547614	0.6820291788312076	1
O75663	ecoli_3-ecoli_2	-0.11221942411868498	0.11737156174395064	0.3800728722472656
O75663	ecoli_7-ecoli_2	0.0049905857687700325	0.93799369244425	1
O75663	ecoli_7-ecoli_3	0.11721000988745502	0.10482020985472455	0.488218612290159
O75683	ecoli_2-ecoli_1	5.863187925324982e-21	0.9999999999650533	1
O75683	ecoli_3-ecoli_1	-1.1039931542666554e-20	0.999999999934198	1
O75683	ecoli_7-ecoli_1	-1.481726779688808e-21	0.9999999999911684	1
O75683	ecoli_3-ecoli_2	-1.6903119467991537e-20	0.9999999998992513	1
O75683	ecoli_7-ecoli_2	-7.34491470501379e-21	0.9999999999562217	1
O75683	ecoli_7-ecoli_3	9.558204762977746e-21	0.9999999999430296	1
O75689	ecoli_2-ecoli_1	-0.18770097041002576	0.38579829586052733	1
O75689	ecoli_3-ecoli_1	0.06603084279730491	0.7548481620249516	1
O75689	ecoli_7-ecoli_1	0.03884014424183113	0.8539488478116755	1
O75689	ecoli_3-ecoli_2	0.2537318132073307	0.25067776512334117	0.643942882885647
O75689	ecoli_7-ecoli_2	0.2265411146518569	0.3007446145811393	1
O75689	ecoli_7-ecoli_3	-0.027190698555473777	0.8973987062717695	1
O75691	ecoli_2-ecoli_1	-0.010118626760101817	0.877574079000887	1
O75691	ecoli_3-ecoli_1	-0.04190079964304241	0.528659856588785	1
O75691	ecoli_7-ecoli_1	-0.045332292857863714	0.49640103589088835	1
O75691	ecoli_3-ecoli_2	-0.03178217288294059	0.630840439925733	1
O75691	ecoli_7-ecoli_2	-0.0352136660977619	0.5950599872731133	1
O75691	ecoli_7-ecoli_3	-0.0034314932148213004	0.9583079702900664	1
O75694	ecoli_2-ecoli_1	-0.02926580315016737	0.6436486420889578	1
O75694	ecoli_3-ecoli_1	-0.1801909040013079	0.025481191964757847	0.1450081147739558
O75694	ecoli_7-ecoli_1	-0.0916915502610824	0.17970371085420683	1
O75694	ecoli_3-ecoli_2	-0.15092510085114053	0.047612941985656965	0.20111332311929372
O75694	ecoli_7-ecoli_2	-0.06242574711091503	0.3399477144837666	1
O75694	ecoli_7-ecoli_3	0.08849935374022551	0.19299659578553327	0.6988344476427778
O75695	ecoli_2-ecoli_1	-0.4871492991825202	0.10942331412636651	1
O75695	ecoli_3-ecoli_1	1.24938147498375	0.0031881955722092496	0.041080419048296096
O75695	ecoli_7-ecoli_1	0.4714541173625473	0.11890654418728093	1
O75695	ecoli_3-ecoli_2	1.73653077416627	6.15661757267138e-4	0.013134117488365609
O75695	ecoli_7-ecoli_2	0.9586034165450675	0.010585881215350926	0.3593585888332386
O75695	ecoli_7-ecoli_3	-0.7779273576212026	0.024595529365586965	0.20290318350369557
O75717	ecoli_2-ecoli_1	-1.8263729523900023e-17	0.9999999925673299	1
O75717	ecoli_3-ecoli_1	-6.826991838055782e-18	0.999999997221664	1
O75717	ecoli_7-ecoli_1	-1.2563113851781695e-17	0.999999994887272	1
O75717	ecoli_3-ecoli_2	1.143673768584424e-17	0.999999995345666	1
O75717	ecoli_7-ecoli_2	5.700615672118327e-18	0.9999999976800579	1
O75717	ecoli_7-ecoli_3	-5.736122013725913e-18	0.9999999976656081	1
O75718	ecoli_2-ecoli_1	0	1	1
O75718	ecoli_3-ecoli_1	0	1	1
O75718	ecoli_7-ecoli_1	0	1	1
O75718	ecoli_3-ecoli_2	0	1	1
O75718	ecoli_7-ecoli_2	0	1	1
O75718	ecoli_7-ecoli_3	0	1	1
O75746	ecoli_2-ecoli_1	-1.033183781691194e-18	0.9999999997772362	1
O75746	ecoli_3-ecoli_1	-1.5236421080871913e-17	0.9999999967148898	1
O75746	ecoli_7-ecoli_1	-2.1555672697535093e-17	0.9999999953524019	1
O75746	ecoli_3-ecoli_2	-1.420323729918072e-17	0.9999999969376535	1
O75746	ecoli_7-ecoli_2	-2.05224889158439e-17	0.9999999955751657	1
O75746	ecoli_7-ecoli_3	-6.319251616663177e-18	0.9999999986375121	1
O75792	ecoli_2-ecoli_1	-0.12409826688221705	0.30487989773485585	1
O75792	ecoli_3-ecoli_1	0.11079728459872171	0.35556229895402885	0.8769754392243485
O75792	ecoli_7-ecoli_1	0.18023167934791184	0.15330044255506192	1
O75792	ecoli_3-ecoli_2	0.23489555148093877	0.07633438497362506	0.28169525921074157
